rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,time/iterations,train/explained_variance,train/n_updates,train/value_loss,train/clip_range,train/loss,train/learning_rate,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/entropy_loss
129.67796610169492,129.67796610169492,841,9,7680,30,0.9820302221924067,580,1.382665260322392,0.2,1.4091073274612427,0.001,0.055859375,-0.008458173088729381,0.005053511,-0.4512499585747719
129.67796610169492,129.67796610169492,841,9,7936,31,0.9723070301115513,600,2.0988991862162947,0.2,1.4432803392410278,0.001,0.0853515625,-0.010329800989711656,0.008981308,-0.46020824648439884
135.85,135.85,841,9,8192,32,0.9499589763581753,620,0.0950465605390491,0.2,-0.027908699586987495,0.001,0.067578125,-0.021948522015009075,0.0037544277,-0.3830455282703042
135.85,135.85,840,10,8448,33,0.9676399603486061,640,0.21094871748937294,0.2,0.04650821536779404,0.001,0.1255859375,-0.014538369455840439,0.009348124,-0.4023545166477561
141.81967213114754,141.81967213114754,840,10,8704,34,0.9629086069762707,660,0.05262390423449688,0.2,-0.037407249212265015,0.001,0.2873046875,-0.04411185797071084,0.0606321,-0.3783071029931307
141.81967213114754,141.81967213114754,839,10,8960,35,0.9229297861456871,680,0.009493612125515938,0.2,-0.002632259391248226,0.001,0.17578125,-0.016353526117745786,0.011746125,-0.43633084893226626
147.59677419354838,147.59677419354838,838,10,9216,36,0.8366973549127579,700,0.002746030414709821,0.2,-0.029849965125322342,0.001,0.1849609375,-0.030377559951739387,0.012676935,-0.4315051047131419
147.59677419354838,147.59677419354838,838,11,9472,37,0.7374650835990906,720,0.0015932316217003972,0.2,-0.032331112772226334,0.001,0.2328125,-0.02806618604809046,0.027880814,-0.42235769163817166
153.1904761904762,153.1904761904762,838,11,9728,38,0.5693688094615936,740,0.0009178500553616686,0.2,-0.027717670425772667,0.001,0.10859375,-0.009197077708086,0.002872997,-0.42638973258435725
153.1904761904762,153.1904761904762,838,11,9984,39,-0.407504677772522,760,0.0007919454137777393,0.2,-0.028401007875800133,0.001,0.10546875,-0.013190389628289268,0.016694173,-0.37775616394355893
158.609375,158.609375,838,12,10240,40,0.18518918752670288,780,0.00047746540236062176,0.2,0.024383630603551865,0.001,0.104296875,-0.008992566837696359,0.006874874,-0.3892759934067726
